CustomerID,RiskTolerance,PreferredInvestment,PortfolioDiversification
7eaf7fd2-67b1-477a-9926-bad96eb13fda,Medium,Bonds,0.78
fbfdf680-e8c8-4000-9f19-05b343e7eeae,Medium,Stocks,0.48
12611a1b-15e4-4bf2-9e81-272dc498773b,Medium,Stocks,0.79
e587368a-a9da-453d-8900-4f0d7ed31e1c,Medium,ETFs,0.3
2b6a12a4-e81b-4b2d-8954-52058014eb18,Low,Stocks,0.94
ab776258-6ef6-4fc0-860d-7f393d51d78a,High,Mutual Funds,0.99
862b645b-ca14-4f22-969a-eb9bff876b6c,Low,Stocks,0.74
43589012-520e-4fa8-a51d-954613fcdcfa,Low,Bonds,0.83
f7236a77-0133-4fee-bbe4-612fbfa0af92,High,Real Estate,0.71
82cdd725-d144-4243-9632-4e84974bdc7a,High,Mutual Funds,0.3
68583977-2bdf-4dd3-8921-a7c55358eb14,Medium,Mutual Funds,0.22
9031be61-c85a-425b-a629-768c9cb3251e,Low,Real Estate,0.42
296a64a9-aeb4-4df0-808b-5e050a9772b2,High,Stocks,0.18
1e378320-f2d0-4a94-9cbf-4c6df05c241e,Medium,Bonds,0.34
8d78a2d7-8729-4cb3-bd95-8e5024290f0f,Medium,Bonds,0.81
555ae518-3217-43fb-87c9-ef937e123056,High,Stocks,0.21
b8d8d115-fc22-4403-83e8-1cd3f867d789,High,Stocks,0.14
db08d3b7-40c4-4f42-8a26-b5beace7e234,Medium,ETFs,0.84
664c2628-d8bf-4632-983c-c114dc99b92c,High,Bonds,0.55
00decb65-9042-48ef-81af-30c23c4de94a,Medium,Real Estate,0.23
2fecb7c0-13e7-4f9a-a575-3d0eac89b307,Medium,ETFs,0.87
d3072787-2162-41ff-b8b4-de294856c375,Medium,ETFs,0.15
9e6097c4-b65e-46bb-a384-609a1fcff809,Low,Stocks,0.65
06edee64-fe71-4ad0-abcd-85214189c8e9,High,Stocks,0.97
d734c468-3a18-4941-98a2-245ddd52b1a3,Low,Real Estate,0.37
eead14ce-a95c-425d-b75c-f8e1b96992e7,Medium,Stocks,0.5
000c3391-b196-447f-9b35-3fec1cce61d4,High,Mutual Funds,0.13
6846ac36-275a-4cbe-be31-2d0a95a1a0dc,High,Real Estate,0.7
59ebc65e-358f-45e8-a8f4-b0a617205280,High,Stocks,0.15
9b003e39-5f79-4374-a8e0-8abcb011bc0b,Low,ETFs,0.63
703c6c8c-996c-4598-864a-f5f39503819b,Medium,Mutual Funds,0.65
1051dc88-ec16-4675-bcc5-50490551e3f6,Low,Real Estate,0.54
21f7ef26-2537-454a-8783-e924663ff23b,Low,ETFs,0.91
d9ad91ed-32fc-4233-b830-8939a624049d,High,Stocks,0.16
de596213-9f25-4681-8707-29a3b20c141c,Low,Stocks,0.95
7993e897-0c51-4507-b194-d1bd9f0a04d4,Low,Stocks,0.5
72d18c54-3793-4efe-9b28-cdae47d89aeb,Medium,Stocks,0.53
b7a75cb6-ee7e-4543-97a9-ceff61286f8b,Low,ETFs,0.79
f6194934-7242-4831-84bf-0b528b0c23b4,Low,Bonds,0.19
2499fb90-fa6e-4262-a3d5-2f054fc6c834,High,ETFs,0.54
469ee5de-6736-4363-ac0e-5778b51ad916,Low,ETFs,0.79
72e8cb10-9298-4a82-92d8-a199894784fa,Medium,Real Estate,0.92
2bb4cd70-8652-4535-ae6d-8c5256441f35,Low,ETFs,0.17
7358c433-168b-4d5c-b9e1-1798b563b464,High,Stocks,0.91
0c94c04e-f951-41c3-ba7e-51c589fba642,Medium,Mutual Funds,0.63
dcf74cfa-09c3-457a-85d9-f6bb3428e53e,Low,Stocks,0.54
9b206b0e-2576-4ef6-a44a-2c95c44ed7e1,High,Bonds,0.25
7cfbfe7b-dd41-4bb1-9402-d3c7a8855a93,Low,Mutual Funds,0.92
2c01087f-8bd4-48ee-a6fa-589ee66e797f,Medium,Bonds,0.84
0cc123d9-e658-4ae0-83d2-e6274efb78c8,Medium,ETFs,0.64
faa83706-d5f6-4fdb-a08f-3576f036a505,High,ETFs,0.19
3e4fb106-9786-4624-b52d-b20799938f5a,High,Stocks,0.44
6ef807f2-5fe0-469f-8e78-78ae4fb3c6ed,Medium,Mutual Funds,0.3
329fc5ee-57da-4025-b665-c07e29ce355d,Low,Mutual Funds,0.83
b392de09-13e1-41f7-af02-cb8f210e90c2,Medium,Bonds,0.76
f53c6215-1050-48b2-9a87-a5692d7242a8,Low,ETFs,0.49
c81cba7e-941d-434a-ba99-2ed185a228fc,Low,Stocks,0.82
4988ca1a-d32c-484c-ba73-64e55741d98b,Medium,Real Estate,0.69
b24b81fb-c780-4970-af0d-f6c4744513a1,Low,Real Estate,0.72
1dbbf423-325c-41d5-8082-2eee7138aedb,High,Bonds,0.25
5bf4129d-bf9b-4907-9914-6234a4d80f31,High,Bonds,0.69
094e9631-4c56-4324-99fa-140d9ae20913,Low,Stocks,0.71
4be8254c-1533-4763-b26a-b1413bfb4d55,High,ETFs,0.17
1e44b322-ad3e-4a68-a31c-64f7de4f44d1,High,Stocks,0.26
bdb64594-b162-4ab9-90ec-509e445f7767,High,ETFs,0.64
c295a456-8202-447b-95b4-118b16eea41f,Low,Mutual Funds,0.14
a7ee176e-8250-40ee-a4db-19a2dbb5d76b,Medium,Bonds,0.28
3ec3228d-ad5c-48b2-87ab-6b7960d0b9a8,Low,Mutual Funds,0.72
706f8981-5e84-4860-bda3-bc90048735eb,Low,Bonds,0.88
2121dc40-96e1-4dee-8504-3780e43630d8,Low,Mutual Funds,0.77
13477e00-4fc4-4706-bb69-20fe1a0bb906,High,Real Estate,0.26
52c37bcc-d47c-4ae7-8d6b-961ea873929c,Medium,ETFs,0.3
fae9d9b3-bc8a-438c-a2ca-34de0f1c27e6,High,ETFs,0.21
e0d5812c-eaab-42d1-89b3-6dcf5ff39b20,Medium,Real Estate,0.76
edeb8dd7-413d-4cb9-b19f-1fa60d6f3ad9,Medium,Mutual Funds,0.22
b73d4399-afd8-43f3-8a09-9a23ef288369,High,ETFs,0.61
ab2710e4-c27f-4d1c-946d-c70fdf4b8d59,High,ETFs,0.99
fc5eb79c-4568-4d6a-9dab-647cc2543fef,Medium,Mutual Funds,0.92
3ee0102e-9ff6-4f01-b467-aeeb044fb9b4,Low,Stocks,0.19
a0095175-be7a-409b-8e13-c6eec5917575,Low,Real Estate,0.83
38cb0a78-caa7-4134-826f-03c121eb977a,Low,Mutual Funds,0.59
ec452a9c-ebe9-485b-807c-7549890fc8a9,Low,Real Estate,0.6
4c16907b-aacf-4eeb-ab8b-fc60d8e3a4cc,High,Bonds,0.98
96e9fb41-d508-4a7d-8af7-26b5e8deea3e,Medium,Real Estate,0.14
6f8d98d8-bf74-42f0-83f3-6cd071f911fe,High,Bonds,0.42
c7fc71b5-d705-4bff-907f-08578c480a57,Low,ETFs,0.74
f592ffb8-27e3-4a61-bddb-3ffc2d487317,High,ETFs,0.91
2442d2c2-0671-4722-9423-2363fa734ead,Low,Real Estate,0.63
2fd4b97b-b182-4e6c-81f1-bb9e3ea7cd4f,High,Stocks,0.13
750a35b1-69e6-4c7a-9525-a63c7a9e1116,High,Mutual Funds,0.96
753f07d9-a342-448c-9fd8-ab3c0f174c45,Low,Mutual Funds,0.99
f6dbc567-9ced-4ad1-91ed-e7351832aa21,Medium,Bonds,0.2
e3413f25-905a-4537-b046-845c74c482a8,Medium,ETFs,0.23
87c287d1-0447-4b70-a052-e4f0af188dce,High,Real Estate,0.81
1a71a700-189c-4eef-a407-1f3b917b5fcb,Medium,Stocks,0.39
0012414d-b602-4ff9-9842-64355de6388e,Medium,Stocks,0.22
68ba8175-c6a4-45d1-818d-ffde74903832,High,ETFs,0.77
3cddf61e-55f5-4a66-bffa-ef2ede122a76,Medium,Bonds,0.84
3029c470-28a3-48de-ae07-20865b212bfc,Medium,Real Estate,0.26
8a842ff9-d2e4-4225-a99e-3ca15a9c1dda,High,Mutual Funds,0.57
de30e964-7993-4540-96e7-1aae7ce6bd55,High,ETFs,0.97
6bbb3923-c482-4f13-9a5d-9f5a74b8d77d,Medium,Bonds,0.95
3e1a99b1-7187-4d65-b363-772c8e539efb,Low,Real Estate,0.93
ddbdb6e9-52ba-499e-9aff-35fbfbcbeaf4,Low,Bonds,0.39
d6120701-aaca-4b5f-b30c-6e9b72a03606,High,Bonds,0.59
a7f657f9-e212-40f0-b793-6b364ed62067,High,Real Estate,0.32
673035a8-8095-4158-9948-b1c6a683d49e,High,ETFs,0.5
48c9e338-38b1-412b-9039-40c716e6c36b,Medium,ETFs,0.92
571a22ea-b990-43d2-879d-2d72b485e2a4,Medium,Mutual Funds,0.32
a19e5a86-dce8-48c7-9300-97d202ee07b6,Low,Mutual Funds,0.79
999e5abe-82f5-4e8b-bb56-7d04a11397a1,Medium,Mutual Funds,0.24
b015ad39-48b2-4657-8cff-b92ac3b2128b,Low,ETFs,0.35
45d41074-62e2-4c0a-a704-256fffd85176,Medium,Stocks,0.63
649047df-977c-47f6-adb3-8039bf7dc35b,Low,ETFs,0.61
e812aa18-d338-4371-bd33-0e058f0b91f1,Low,ETFs,0.9
b6021915-503a-45a1-880c-240844e670b2,Medium,Real Estate,0.57
2f8bc40a-d1c1-4de0-ba81-435aebf9eb34,Low,Bonds,0.8
9502a505-7ab5-4092-bfd2-c0810ee6223d,Low,Stocks,0.91
44fe2173-5ee3-4748-998e-47b36ba9c3e0,Low,Stocks,0.62
35742065-d287-43c8-998e-0e592cacbbce,Medium,ETFs,0.49
6ef40246-ad34-4258-b77a-ee0e3e39e301,Low,Bonds,0.63
3b0e0414-9447-4dd0-8b26-ad65fa656ecd,High,ETFs,0.28
7abc8cb2-7948-4e06-a190-9b27fe8f00ad,Medium,Real Estate,0.78
7fc9b553-6095-4b43-9915-b0e124ce9b0b,Low,ETFs,0.2
4fa57c53-83e2-4747-a883-5b6fa1d23ecd,Medium,Stocks,0.42
e2c921c2-63c6-4b93-9835-c34192691281,Low,ETFs,0.55
c51892f8-4396-45e9-9df0-dd753f3c5567,Medium,Mutual Funds,0.57
ed824da6-94a9-4e59-9d80-5567b870473d,High,Bonds,0.13
af6bbbdf-4f26-4297-8a55-c8da5e5b7c81,Medium,Stocks,0.33
c5aa15c2-a2e2-44ed-b412-d7b747a51476,Low,Mutual Funds,0.68
a16f6741-bea2-4dd3-8905-1dc616349abf,Medium,ETFs,0.55
59815efd-8ba5-4baf-8b6d-bb84c19c4a51,Medium,ETFs,0.26
2c8cf1c4-ca77-4986-ac0f-e8a8a9f540f3,Low,Bonds,0.71
223ee772-bfa6-4361-9f5b-b56e51b32a1b,High,Bonds,0.19
0a6d4a5d-591b-4515-a19b-708f362e37d2,High,Stocks,0.18
f69fd931-97cc-49de-8ea0-d02217625af6,Low,ETFs,0.61
8712621f-c7ff-4e70-af56-06f65a12f6ff,Low,Mutual Funds,0.55
77cd40f5-1446-4865-b9e0-7b399b2dae39,Medium,Bonds,0.5
812fd783-ae90-4ff0-b0eb-aedc0d7758ab,Low,ETFs,0.54
3185eb03-8880-4ddf-89ef-3b900b9c1972,High,ETFs,0.2
e3b85530-c35e-4e55-ba2a-5fd58f62f3f6,Medium,Stocks,0.23
05129363-5c08-4966-b680-ccbdc10e66fc,Medium,Bonds,0.1
d08366c9-c6e5-406a-bf3c-20085e79f5bb,High,Real Estate,0.39
fd85fcc1-d335-4a87-902c-6011db4c4559,Low,Mutual Funds,0.56
7ee14c22-2bd0-4048-9e87-79098c18c310,Low,ETFs,0.58
74c4c72f-f460-4172-82e6-649be2e8450f,Medium,Real Estate,0.76
c0d7fdd4-d519-4554-a7a2-dd6367305f7d,High,ETFs,0.35
a33b8134-1c21-4c11-a2c5-b27648e881c6,High,ETFs,0.75
971ee576-486f-4ded-a2da-f1110bd09652,Low,Stocks,0.24
b1f3f780-f641-421b-b440-1fe9b042ca8d,Medium,Mutual Funds,0.6
f0a04223-aa54-4a90-823f-1d6e894383cb,High,Stocks,0.18
ffa42881-c3dd-4df4-bcb6-423a1c3042fe,High,Stocks,0.45
f3f3eb1b-bf9c-4bc5-b2ec-a6b959e7e587,High,Stocks,0.46
c9cfe912-b9c2-4755-a593-1c824f100106,Medium,Stocks,0.86
57493c6b-52ee-45ea-bb9c-c5ad7f1bd287,Low,Bonds,0.34
40ef8f87-1427-49d1-b7a1-34674d0af4fb,Low,Mutual Funds,0.29
3cff9119-97d1-45d1-a6d4-c8fdcc673bff,Medium,Real Estate,0.74
2e4c088c-5a97-4863-ba56-54f894b2ae2f,Medium,Mutual Funds,0.96
08776a15-41c5-4987-8b68-296c746b695e,Medium,Mutual Funds,0.17
27a57d61-1f81-48a8-ae49-f3281eef5f69,Low,Stocks,0.41
53d4bf5a-c723-4ff8-8aa5-857af2254083,High,Real Estate,0.31
07699fb0-836d-448b-8d3d-e33812e65bc9,High,Stocks,0.23
171eb2db-8d5a-4236-8588-ad8af5ac624e,Low,Mutual Funds,0.35
96f10550-467a-46da-8c6d-1558ca9ec98f,Medium,Stocks,0.98
b85a7c6d-450b-42bf-99cd-6b06a6902be1,High,Bonds,0.38
66b75ffc-1b35-4631-b4bf-a482100a1d46,Low,Bonds,0.92
515f1b7f-9ed5-4cae-a058-fefa2099a428,Medium,Mutual Funds,0.12
3b561a30-504c-4f3a-aa4c-03b94306316c,Medium,ETFs,0.52
99cebcde-4240-45a0-88c5-db9d11795872,Low,Real Estate,0.99
f13f1d02-27e5-40ed-a594-7fe25d22c0b0,Low,Bonds,0.2
4a3e1bbb-fb5d-4c9c-818d-d9e97c674f1b,High,Real Estate,0.76
5905517c-d0a3-4ba2-8d48-b99bffa950b5,Low,ETFs,0.83
21d47ad7-f953-4522-b8f8-a9008331b199,Medium,ETFs,0.86
111c06ce-1c3f-417c-b9f5-d68d88c9cfa2,High,Mutual Funds,0.42
344d8eef-e879-4973-aa4a-4be3c8ed3055,Low,Stocks,0.59
a791dd27-5882-4948-bbf6-2c71fe5531db,Medium,Bonds,0.43
45e75225-e7fb-487c-be72-26fce8938f08,High,Real Estate,0.46
60266831-7eb0-479c-851c-6cca483fe7fb,Low,ETFs,0.98
bb679201-c4be-473e-b85d-7ef086b8d352,Low,Bonds,0.13
d5ef258d-4bc7-47b3-bcb6-495705664cb9,High,Bonds,0.72
953082d2-4ac8-4586-8f0f-da154b28c370,Medium,ETFs,0.72
130057a3-ac5e-48ac-9d75-65deb71d733d,Medium,Bonds,0.79
cab85062-2295-4080-a4eb-0beb37b5c3ef,Medium,Real Estate,0.52
9e388309-36ab-463f-9320-b2046bfc3d69,Low,Stocks,0.57
e509316c-31a1-4cdb-a2fd-27d88f09618c,Medium,Mutual Funds,0.36
c314e075-7c5c-4b8d-bc02-6167e0e50c63,Low,Mutual Funds,0.33
d31a4076-ce73-4b5b-943f-55064fc128c6,Low,Bonds,0.76
3ffe6642-224a-41d8-99ca-07e10a334411,Low,Real Estate,0.55
807b7d7e-cb66-4e5d-8159-59f1f2b354b0,Low,Real Estate,0.78
debe913c-239e-400c-84b9-21f06d904ba6,Medium,Mutual Funds,0.36
d40ffdb1-dec5-4775-8087-6b6df1e3b162,High,Stocks,0.37
9838bf2f-80f5-4edb-93d0-9e7a3bf553da,Medium,Mutual Funds,0.44
278a0091-db06-4c24-98bd-64c9afb8bf14,Low,Mutual Funds,0.6
d28c6f4b-1ba5-4bad-8c21-8c9e9a80aa52,Medium,Bonds,0.35
16939145-da39-47fc-a52e-169c64646c7d,Medium,Real Estate,0.5
a289d698-d3ee-4e27-8d3e-a407c0782a99,Low,Stocks,0.19
58f9e0b2-f70d-441b-ba0a-5f09c5853fb1,Low,Real Estate,0.35
7f995948-9f7f-4e9e-9d58-01db4ea709dd,Medium,Stocks,0.34
3b541c3d-ecbc-4599-88a5-8fa0d351f95c,Low,Mutual Funds,0.53
46924606-d165-478f-8ef9-51f9b5ac9b6b,Low,ETFs,0.23
adf877e8-079a-401c-8699-9c1290c7fae8,Low,Real Estate,0.36
164e0e82-2cb7-48af-9628-2f019d487b53,High,Bonds,0.26
042cc5d1-a739-4752-88af-548a8725d64b,High,Bonds,0.64
3232d006-6ade-4b96-b05b-c17804fbb4e7,Low,Real Estate,0.52
c7e4ca8b-871d-4df9-ba9c-6e140461461d,High,ETFs,0.7
0603ffed-1a3e-4747-95b2-8abd6e2a613d,Low,Stocks,0.72
432d8949-7512-42b6-a4ab-aed22cae9126,Medium,Stocks,0.48
0fb4b1b8-55d9-49f1-bd89-532a890440d7,Medium,Bonds,0.46
2e3a0d6f-9cde-4168-adfd-31668c1f5deb,High,ETFs,0.82
21ae5018-4e7e-49d1-bd98-32a1944a5f85,Medium,Mutual Funds,0.8
d24d3a60-b26b-48b7-9175-84283e6c4896,Medium,Real Estate,0.66
548f4331-7dd9-4d9f-ba62-f6a33479b40a,High,Bonds,0.45
6c6df058-ec4b-461d-8c6b-de3eb0ca94eb,Low,Stocks,0.54
0792f43a-98ad-4d1e-918d-122e56a9e624,Medium,ETFs,0.96
25313de1-8296-4000-a56a-eee62e434298,High,ETFs,0.77
0a6f0378-88fd-4837-b3ca-9aff5d601a88,Medium,Stocks,0.65
9c233a47-eb81-4894-9513-6e842d838220,High,Bonds,0.43
c426c399-aef7-4473-9734-6ea61130220c,Medium,Stocks,0.26
dc2a5a9b-005a-42d6-89ce-790751ea03e7,High,Mutual Funds,0.16
330cfa05-510e-49dc-9663-2f6204a3fed5,Low,Stocks,0.95
37df9c0e-b925-45b5-8c47-04012c897890,Medium,Mutual Funds,0.78
64c79e4b-74ff-4a61-8093-79a7dbfe64f6,Medium,Stocks,0.27
009bf231-6ba9-44f0-95cf-a8447040780b,High,Bonds,0.35
6c267692-4cf9-4284-b96e-74dcd0984f36,High,Real Estate,0.45
ac4c405e-4b32-42b2-9f00-c62e6bf27443,Medium,Mutual Funds,0.85
d1b5eac1-a1fb-4dda-9dd2-06ebdb2e8fde,Medium,Stocks,0.74
1145104c-c9e2-45a5-ba26-6ef89cbd0f90,High,Real Estate,0.19
96deea4f-1226-4496-a1f1-416304e4d595,High,Bonds,0.19
c27ae6e3-9521-46bf-9f26-4d167bca8e22,Low,Mutual Funds,0.59
d3b49b88-b1a0-456b-b5f4-45cd63a31a09,High,Bonds,0.31
c5c416a3-b879-477a-a445-b5a2cf6218b0,High,Bonds,0.17
ba7db5d6-3fc7-4fd5-86ec-1687bdbc4692,Medium,ETFs,0.24
bf137cc1-8b49-4e40-af49-c34b23874afc,High,Mutual Funds,0.98
79095309-c913-438b-9fc0-ab32de848a61,Medium,Bonds,0.73
d68678a5-a260-4615-adbd-6d2662d8c775,Low,ETFs,0.37
7ce430f0-3026-4def-bb93-d5e31b50d508,Medium,ETFs,0.16
5b3d9fe3-b456-41dc-adb7-6b83a62e2dc4,Medium,Stocks,0.47
8a23c7be-5252-49e1-837b-1507e608764e,High,Real Estate,0.66
91aecc9b-a7d5-490b-b6fa-5615ff6c8e3e,High,Real Estate,0.95
1d86d2cc-86f6-470a-91d5-6672552e4771,Low,ETFs,0.28
5b7d1d60-da41-4e7f-bcf0-3afd315267a9,Low,ETFs,0.63
dee9f80b-e6f7-425b-8683-c74217b6b63d,Low,Bonds,0.41
aa352040-6774-416e-b2ca-f9fccaee0924,High,ETFs,0.64
2a2f09fd-ec4d-4a18-9268-ca9571c691f6,Low,Stocks,0.18
fe51f27a-b0c9-4d07-a9a8-ce590e8b5577,Medium,Mutual Funds,0.14
cbd7359d-c295-4673-a5b2-edaaa51d761f,Low,ETFs,0.25
aecd3ee9-693e-4ea2-bf22-7e661e98f995,Medium,Mutual Funds,0.22
2692e25f-0ff8-4166-a5ad-06edb2458506,High,ETFs,0.11
53a6d803-7e34-4d72-a4d2-273c818a13bd,High,Stocks,0.51
6e373640-3a3e-431a-a8eb-4cd47f2084ae,Medium,Stocks,0.36
64655b16-569d-4c6b-a85c-4643c288903b,Medium,Mutual Funds,0.27
8f23de14-0d9a-4acb-9103-a0d6b451e304,Medium,Stocks,0.7
c246c157-1ba0-4c28-b50a-fcfea624ad61,Low,Mutual Funds,0.61
01811ef4-2e92-47fb-b83c-6ab43fdc769f,High,Real Estate,0.27
4da960ea-8fe5-4e2f-b253-6a25d2bb44ac,High,Mutual Funds,0.84
40f87ec5-f9d2-410e-8e74-31c13663f872,Medium,Real Estate,0.24
624b18eb-6e4f-45c7-a1fa-7230d1bf3c5a,Low,Real Estate,0.58
54481866-e808-4c34-9990-2c3387bfd929,Low,Bonds,0.78
22f5fdc9-c8ce-421a-aa9d-d62db0b324e6,High,Mutual Funds,0.68
35acd300-8804-4e58-a24a-abcb72be5ebc,Low,Stocks,0.83
456a6635-c6f7-4f9b-a580-7ba22bc07aba,Medium,Stocks,0.83
76d7ac20-b9ff-4012-9585-98ac1d337858,High,Stocks,0.29
7135f36a-c57c-4e6f-ad78-dfcfac27b19b,Medium,Stocks,0.98
88a85769-e3d6-4890-9eb2-cec9b14a33e9,High,Real Estate,0.62
a5156235-d8f6-47ad-a5b7-30ee20ff5efa,High,Stocks,0.3
03617f5e-992f-442f-a473-b5ac9fde3f8e,Medium,Stocks,0.72
ada9fcf2-984c-4987-a4f9-c8181b5c23fe,Medium,Mutual Funds,0.55
a3fb1f7e-78a4-4e5d-8769-55b3688fd87d,Low,Bonds,0.95
23bf8b75-6640-45ad-aed5-fa3885acf037,High,ETFs,0.9
49f92d56-d914-4cdd-81b4-c2dd153b1e8f,High,Mutual Funds,0.56
15d9a80d-47b5-4554-9190-8533589799bb,Medium,Bonds,0.21
a11dc43a-76c8-41cf-a105-1bd7980e3483,High,Bonds,0.69
a7040ae7-5653-4499-91d7-0ed6e3667c98,Low,ETFs,0.56
5b347852-cd73-42f8-bf7b-99caf8151233,Medium,Real Estate,0.67
fe7273ea-0d34-4830-bede-bdba9211f05a,High,Real Estate,0.67
b27b554e-77bd-4019-acc4-76de89f03a2c,High,Mutual Funds,0.11
ce5bb761-f59e-41b8-8a56-31edf9258ac3,Low,Bonds,0.86
ea5363a0-a1d3-4500-af1f-e2313aaa2f65,Low,Bonds,0.35
307e16b4-e286-4b13-95dd-585205838ea0,High,Real Estate,0.8
33013edd-b0b6-49ee-a9b8-7d6e164dade9,High,Bonds,0.87
8318f344-d026-42f1-957c-b5a213387310,High,Bonds,0.16
8743c0c7-6577-403d-bad5-b322e29be421,High,Stocks,0.46
9e7d3e7e-ca50-43d7-97e4-dfce47777d2c,High,Stocks,0.11
75362e51-e5e4-4808-b409-824dbab40a14,High,Stocks,0.76
6c40769b-3d60-4958-b18e-365da1a2f7ef,Low,ETFs,0.61
39df10b0-00b1-4d5f-bb78-bb012646f208,Low,Stocks,0.65
9941d652-ce42-424d-ac4b-3b14e2f9727c,Medium,ETFs,0.56
618d5ce6-9c3f-4702-bdb6-c9017245c5c3,Medium,Mutual Funds,0.67
147c149b-d43a-4bfb-860d-7c24a4f7e73f,High,Real Estate,0.18
496f024f-7cf8-4177-bb33-360e6a3dc56b,Medium,Real Estate,0.82
1b7210e9-abf1-4246-ac77-aff2fff8d1cc,Medium,ETFs,0.81
9d41691d-b330-4fd9-9d5e-d950c343ee92,High,Real Estate,0.3
8b8c0743-4dd2-44d5-8720-79c326ca9fc3,Low,ETFs,0.4
cb659dbe-100d-45ae-8a49-c7b2776518f1,High,Mutual Funds,0.59
41bbc694-7b19-4df1-90b2-7d3d602217d5,Medium,Stocks,0.11
ca519aa8-b717-479e-99bb-063f3d2b75ad,Low,ETFs,0.19
0fdba47a-e40b-414a-94d1-70fdcb62deef,Medium,Stocks,0.21
6f85c0ee-cce6-489e-82ba-99170ff522c6,High,Stocks,0.54
a187c027-d116-4aee-ba6a-fb3bbe127522,Low,ETFs,0.47
ffe03021-60b0-49c7-99f3-0fd4806639c4,High,Real Estate,0.26
213a0f68-2fc3-4f4d-8b0c-232b212d6f11,Low,Bonds,0.94
de93c220-8e8a-4990-a989-3e66c645971d,Low,Bonds,0.59
645d956c-3058-4dff-89ea-fd8fb9a7af68,Low,Bonds,0.23
0a13acfa-1e99-4808-a065-4925b41e0706,Low,Bonds,0.69
202064b8-e1e4-46eb-a72a-b58d69b3a942,Medium,Bonds,0.48
a4a297ed-0dd8-4489-bb1a-9669fa6eeba1,High,Mutual Funds,0.38
a978ce66-4166-40a4-a0a5-02c7be44d910,Medium,Mutual Funds,0.9
a49cd16e-60f7-47d5-a79a-98a86767c48f,High,Mutual Funds,0.33
ca921bd2-debb-4c49-8182-66224b0a85d8,Low,Mutual Funds,0.48
57542b7f-9c4b-4d39-9e2b-cd3f2b7f16ce,High,Stocks,0.77
a27c0a65-a30c-415b-aadf-1db1d1b01379,Medium,Real Estate,0.18
7503b763-b6e7-4b20-a4ef-9e54c61fa167,Medium,ETFs,0.88
fa2ad463-1ce5-4e3f-9272-0b97c2423902,Low,Stocks,0.3
59ed9ada-ea6b-4067-9830-4912b492293f,Medium,Mutual Funds,0.15
2edf019c-b883-4163-83aa-136b3a12a3bb,Low,Stocks,0.98
f2c1eb91-b0a4-494a-b35e-cfe90564e85d,Medium,Stocks,0.28
96ebcb1e-17d3-48cb-9f8c-4ae8ce16ff97,High,Stocks,0.36
7e8cd34a-0fc5-4f82-8614-26cd7b96c3c3,Low,Mutual Funds,0.28
3295fc2c-780c-47dd-8de1-00593b79b016,Medium,Mutual Funds,0.72
ae83c183-5f45-4e35-bdc3-25f6de6bc91d,Low,Bonds,0.22
2265204a-596d-416b-9625-036a94b508ca,Medium,Real Estate,0.64
b3d90854-c6c5-486c-8dea-2030d4fea1c2,Low,Mutual Funds,0.93
af28f234-ba7a-42fb-ba53-6d2c1a8e8ba5,Medium,ETFs,0.14
a1212b14-fe58-43c5-aa2e-9257d62d9aa4,Medium,Stocks,0.11
6e0c5ecc-72fc-4a51-9bb7-b9ddef48fa7a,Medium,Bonds,0.56
f71193e3-4889-49aa-9eae-6a83de3a661f,Medium,Real Estate,0.69
4e3f4da5-1fec-461f-8d87-48715bdc2332,Low,ETFs,0.8
aeeef13f-ffe4-4ef8-a6be-c7925b6cb53d,High,Real Estate,0.56
6c7b7951-17f5-4639-982f-4d306394c2b8,Low,Real Estate,0.88
31365ebf-6b59-4c3a-ab87-1046ab322403,Low,Mutual Funds,0.25
82070197-959b-4f08-b1c9-91ea7d36215e,High,ETFs,0.98
68b93030-6c3f-4bd2-9cc7-f17759adfaf4,Medium,Stocks,0.3
3b4ac2a1-10d9-4a17-99aa-06ffda21292b,High,ETFs,0.42
5ba178e6-be4e-4db5-87fd-e8b433fd48b1,Medium,ETFs,0.23
